AS_OF_DATE,CUSTOMER_ID,ACCOUNT_ID,SEGMENT,BUCKET,OUTSTANDING,INSTALMENT,EIR,REMAINING_TERM
2019-11-30,00000000454387,601231671,HU,0,261384.53999999998,7576.64,0.07857799,39.0
2019-11-30,00000000454527,601231672,HU,0,241501.97,6999.07,0.07857799,39.0
2019-11-30,00000000454561,601231674,HU,0,139710.64,5488.79,0.05443295,27.0
2019-11-30,00000000454331,601231675,HU,0,163095.4,6627.1,0.05261423,26.0
2019-11-30,00000000454372,601231676,CU,0,250653.40000000002,7224.3,0.07342383,39.0
2019-11-30,00000000170813,601231679,HU,0,253577.51,7349.53,0.07857799,39.0
2019-11-30,00000000454409,601231681,HU,0,192853.24,5589.72,0.07857799,39.0
2019-11-30,00000000454411,601231684,CU,0,169800.5,6735.51,0.06340802,27.0
2019-11-30,00000000453988,601231685,HU,0,309491.67,7171.03,0.07109835,51.0
2019-11-30,00000000451385,601231686,CU,0,191269.74000000002,7791.59,0.055059769999999994,26.0
2019-11-30,00000000453901,601231687,HU,0,236826.27,6864.49,0.07857799,39.0
2019-11-30,00000000453970,601231689,HU,0,185451.83000000002,5374.77,0.07857799,39.0
2019-11-30,00000000454440,601231691,HU,0,427389.17,16677.57,0.04807862,27.0
2019-11-30,00000000450251,601231692,CU,0,237797.95,6874.77,0.07686485,39.0
2019-11-30,00000000445431,601231694,CU,1,452442.16000000003,12177.57,0.06996284,41.0
2019-11-30,00000000454404,601231696,CU,0,290161.17000000004,8431.78,0.08028627999999999,39.0
2019-11-30,00000000448835,601231697,CU,0,319331.61,9553.27,0.08079783000000001,39.0
2019-11-30,00000000454289,601231701,HU,0,100576.57,6705.61,0.0688852266280593,15.0
2019-11-30,00000000454559,601231703,CU,0,180646.28,5252.34,0.07857799,39.0
2019-11-30,00000000451853,601231705,CU,0,171015.07,6723.36,0.05497482,27.0
2019-11-30,00000000454563,601231707,HU,0,247872.12,7109.35,0.07169586,39.0
2019-11-30,00000000454294,601231708,HU,0,185451.83000000002,5374.77,0.07857799,39.0
2019-11-30,00000000454618,601231710,HU,0,275234.44,7803.74,0.06297936,39.0
2019-11-30,00000000530961,601231712,HU,0,191856.87,5430.84,0.06297936,39.0
2019-11-30,00000000603168,601231713,HU,0,296038.25,6710.28,0.07109835,51.0
2019-11-30,00000000454342,601231714,CU,4,312636.87,8685.05,0.06162245,27.0
2019-11-30,00000000453738,601231717,HU,0,178777.37,7319.63,0.05623749,27.0
2019-11-30,00000000451232,601231718,CU,0,432175.73000000004,9796.26,0.07109835,51.0
2019-11-30,00000000139322,601231721,HU,0,257680.12,7602.8,0.09043677,39.0
2019-11-30,00000000454116,601231722,CU,0,135178.97,11577.57,0.0585076,15.0
2019-11-30,00000000454253,601231723,HU,0,204625.19,5978.5,0.0836885,39.0
2019-11-30,00000000454354,601231724,HU,0,269563.13999999996,7942.99,0.08875662000000001,39.0
2019-11-30,00000000454436,601231725,CU,0,306767.32,12075.7,0.05623749,27.0
2019-11-30,00000000454445,601231727,CU,0,501711.89,14614.95,0.08198976999999999,39.0
2019-11-30,00000000454363,601231728,HU,0,272995.73,7726.17,0.06297936,39.0
2019-11-30,00000000451442,601231730,CU,4,540503.29,10518.69,0.07909098,39.0
2019-11-30,00000000454144,601231732,HU,0,193620.57,5612.15,0.07857799,39.0
2019-11-30,00000000446701,601231733,HU,0,287586.54000000004,19480.37,0.026765729999999998,15.0
2019-11-30,00000000452895,601231734,HU,0,249113.53,7188.79,0.07566274,39.0
2019-11-30,00000000454085,601231735,HU,0,283668.78,7565.42,0.07857799,43.0
2019-11-30,00000000454648,601231737,HU,0,39292.97,5722.43,0.058037229999999995,27.0
2019-11-30,00000000454241,601231738,HU,0,255624.1,7331.78,0.07169586,39.0
2019-11-30,00000000453238,601231739,CU,0,320061.56,9327.1,0.08198976999999999,39.0
2019-11-30,00000000454083,601231740,CU,0,366169.61000000004,10596.26,0.07686485,39.0
2019-11-30,00000000454552,601231742,HU,0,102622.3,6842.06,0.0688852266280593,15.0
2019-11-30,00000000454571,601231746,HU,0,529943.66,20835.51,0.05443295,27.0
2019-11-30,00000000454675,601231747,HU,0,270943.42,7211.21,0.07857799,43.0
2019-11-30,00000000454598,601231749,HU,0,28866.35,9622.43,1.209e-05,3.0
2019-11-30,00000000453473,601231750,HU,2,262024.53,6950.47,0.08198976999999999,41.0
2019-11-30,00000000453036,601231751,CU,0,283098.12,8247.66,0.08198976999999999,39.0
2019-11-30,00000000454687,601231753,HU,4,340442.53,9200.0,0.07402537,27.0
2019-11-30,00000000454469,601231755,HU,2,201614.33000000002,5523.36,0.07857799,39.0
2019-11-30,00000000454196,601231756,CU,0,316448.74,9271.03,0.0836885,39.0
2019-11-30,00000000450063,601231758,HU,0,278967.75999999995,6323.36,0.07109835,51.0
2019-11-30,00000000454704,601231760,HU,0,185451.83000000002,5374.77,0.07857799,39.0
2019-11-30,00000000454684,601231762,HU,0,107011.18000000001,7134.58,1.024e-05,15.0
2019-11-30,00000000454184,601231764,HU,4,335433.87,5565.42,0.07169586,39.0
2019-11-30,00000000453271,601231765,HU,0,234768.51,6727.1,0.07048328,39.0
2019-11-30,00000000454601,601231766,HU,0,244349.78,6883.18,0.08198976999999999,41.0
2019-11-30,00000000454105,601231767,HU,0,199580.97,5874.77,0.08875662000000001,39.0
2019-11-30,00000000454240,601231768,HU,0,259604.44999999998,7524.3,0.07857799,39.0
2019-11-30,00000000454384,601231770,CU,4,540688.08,8979.44,0.06648149,39.0
2019-11-30,00000000452973,601231771,HU,4,376422.82,8080.37,0.08470548000000001,39.0
2019-11-30,00000000451681,601231773,CU,0,313470.71,9395.33,0.08198976999999999,39.0
2019-11-30,00000000454041,601231774,CU,4,414440.96,9521.5,0.09711246,39.0
2019-11-30,00000000453931,601231776,HU,0,176759.02000000002,5056.07,0.06996284,39.0
2019-11-30,00000000450613,601231780,HU,0,210157.03,14355.14,0.04084008,15.0
2019-11-30,00000000454730,601231781,HU,0,334643.88,7585.98,0.07109835,51.0
2019-11-30,00000000453185,601231782,CU,0,336360.68,9506.54,0.06210053,39.0
2019-11-30,00000000046956,601231783,HU,1,344171.11,22104.67,0.04455228,15.0
2019-11-30,00000000451198,601231785,CU,1,418985.97,12023.36,0.09043677,39.0
2019-11-30,00000000453518,601231786,HU,4,374632.0,8156.07,0.0836885,39.0
2019-11-30,00000000453848,601231787,CU,0,355770.49000000005,13071.96,0.05443295,29.0
2019-11-30,00000000454686,601231788,HU,0,168528.93,4851.4,0.07342383,39.0
2019-11-30,00000000454295,601231789,CU,0,304974.31,8909.35,0.0836885,39.0
2019-11-30,00000000452430,601231790,CU,0,373482.32999999996,10872.9,0.08079783000000001,39.0
2019-11-30,00000000454319,601231792,CU,0,312556.94999999995,9106.54,0.08198976999999999,39.0
2019-11-30,00000000454711,601231793,CU,0,199269.63,7874.77,0.0598322,27.0
2019-11-30,00000000447213,601231795,HU,0,283893.28,6577.57,0.07109835,51.0
2019-11-30,00000000453122,601231797,HU,0,518814.51999999996,20244.86,0.04807862,27.0
2019-11-30,00000000454353,601231798,HU,0,203912.75,8088.79,0.06340802,27.0
2019-11-30,00000000430862,601231799,CU,0,330060.96,13016.82,0.05443295,28.0
2019-11-30,00000000451027,601231800,HU,0,330505.01999999996,22520.56,0.03617596,15.0
2019-11-30,00000000335924,601231804,HU,0,201818.00999999998,5880.37,0.08198976999999999,39.0
2019-11-30,00000000454802,601231805,CU,0,126211.81,10817.76,0.05211007,15.0
2019-11-30,00000000454803,601231807,HU,0,264164.91000000003,17922.43,0.02677199,15.0
2019-11-30,00000000451357,601231808,HU,4,344637.93,7354.21,0.08198976999999999,39.0
2019-11-30,00000000454681,601231812,HU,1,253137.79,7129.91,0.07857799,39.0
2019-11-30,00000000454204,601231813,CU,4,597401.03,9988.79,0.09378352,39.0
2019-11-30,00000000454069,601231815,CU,0,411351.48000000004,11890.65,0.07686485,39.0
2019-11-30,00000000448544,601231816,HU,0,238477.7,6808.41,0.0687467,39.0
2019-11-30,00000000454212,601231817,CU,0,235133.33,6832.71,0.08028627999999999,39.0
2019-11-30,00000000452906,601231818,HU,4,392064.13,8224.3,0.08470548000000001,39.0
2019-11-30,00000000454029,601231819,CU,0,268845.05,7730.84,0.07342383,39.0
2019-11-30,00000000449332,601231820,HU,0,59835.560000000005,20031.78,0.044571490000000005,3.0
2019-11-30,00000000454602,601231824,CU,0,252017.97,10015.89,0.06518895,27.0
2019-11-30,00000000454178,601231826,CU,0,314804.93,8993.46,0.09711246,41.0
2019-11-30,00000000451473,601231827,HU,1,261513.47,7291.59,0.07169586,39.0
2019-11-30,00000000454656,601231828,HU,0,656231.77,18770.09,0.06996284,39.0
2019-11-30,00000000454760,601231829,HU,1,529315.9099999999,18438.32,0.03611857,29.0
2019-11-30,00000000453983,601231831,CU,4,594496.02,9818.69,0.09711246,39.0
2019-11-30,00000000320074,601231832,HU,4,502742.0,8744.86,0.06572233,27.0
2019-11-30,00000000453658,601231835,HU,0,227832.76,6551.4,0.07342383,39.0
2019-11-30,00000000453438,601231837,HU,0,199299.1,7906.54,0.06340802,27.0
2019-11-30,00000000454510,601231838,HU,0,259949.94,7534.58,0.07857799,39.0
2019-11-30,00000000454766,601231841,CU,0,305007.58999999997,8909.35,0.0836885,39.0
2019-11-30,00000000454167,601231842,CU,0,296306.53,8565.42,0.07686485,39.0
2019-11-30,00000000454001,601231844,HU,0,239433.13,6940.19,0.07857799,39.0
2019-11-30,00000000451766,601231845,HU,0,225584.6,8971.03,0.06572233,27.0
2019-11-30,00000000452972,601231846,CU,0,318701.39,9243.93,0.07909098,39.0
2019-11-30,00000000443033,601231850,HU,0,259663.63,7584.11,0.0836885,39.0
2019-11-30,00000000454654,601231851,CU,0,276259.11,7971.03,0.07514681000000001,39.0
2019-11-30,00000000454893,601231855,HU,0,93125.16,8688.79,0.05211007,15.0
2019-11-30,00000000453934,601231856,CU,4,414906.52,8615.89,0.06648149,39.0
2019-11-30,00000000454936,601231857,HU,0,281254.77,8193.46,0.08198976999999999,39.0
2019-11-30,00000000454743,601231858,HU,0,185451.83000000002,5374.77,0.07857799,39.0
2019-11-30,00000000454506,601231859,HU,0,620430.42,17531.78,0.05768755,39.0
2019-11-30,00000000424989,601231862,CU,2,312859.24,8265.42,0.08198976999999999,41.0
2019-11-30,00000000454858,601231863,HU,0,433329.67,12643.93,0.06473303999999999,39.0
2019-11-30,00000000451849,601231864,CU,4,347074.8,11569.16,0.05589112,3.0
2019-11-30,00000000454337,601231865,CU,1,304193.72000000003,8546.73,0.07686485,39.0
2019-11-30,00000000453165,601231866,HU,1,272927.10000000003,7437.38,0.08470548000000001,41.0
2019-11-30,00000000450676,601231869,HU,4,324472.19,7339.25,0.07857799,39.0
2019-11-30,00000000454222,601231870,CU,2,308146.08999999997,8503.74,0.0836885,39.0
2019-11-30,00000000454641,601231871,HU,0,239763.59,7091.59,0.07342383,39.0
2019-11-30,00000000453699,601231872,CU,0,309978.31,9064.49,0.0836885,39.0
2019-11-30,00000000454950,601231874,HU,0,522788.18,20454.21,0.04990031,27.0
2019-11-30,00000000454541,601231876,CU,4,483986.49,8134.58,0.08198976999999999,39.0
2019-11-30,00000000454788,601231877,CU,0,286591.78,8380.37,0.0836885,39.0
2019-11-30,00000000454427,601231878,HU,0,146024.15,5955.14,0.052623569999999995,27.0
2019-11-30,00000000452526,601231879,HU,0,256331.09,7351.4,0.07169586,39.0
2019-11-30,00000000454716,601231880,HU,4,435997.56,6488.79,0.07169586,39.0
2019-11-30,00000000454658,601231883,CU,0,367769.68,10657.94,0.07857799,39.0
2019-11-30,00000000450962,601231884,CU,0,298274.06,8282.24,0.07904320000000001,41.0
2019-11-30,00000000391756,601231885,CU,0,280392.89,8105.61,0.07686485,39.0
2019-11-30,00000000453890,601231887,CU,0,286843.18,11256.07,0.052623569999999995,27.0
2019-11-30,00000000453246,601231888,CU,0,258004.95,7464.49,0.0773793,39.0
2019-11-30,00000000454386,601231890,HU,1,278615.68,7976.64,0.08875662000000001,39.0
2019-11-30,00000000455015,601231893,HU,1,126803.85,6516.82,0.03804553,19.0
2019-11-30,00000000454745,601231894,CU,0,167094.47,6595.33,0.058037229999999995,27.0
2019-11-30,00000000454745,601231895,CU,0,167094.47,6595.33,0.058037229999999995,27.0
2019-11-30,00000000453276,601231897,HU,1,193246.43,12541.12,0.0661205,15.0
2019-11-30,00000000448180,601231898,HU,0,276638.4,7994.39,0.05857184,39.0
2019-11-30,00000000454814,601231900,HU,0,255465.8,7346.73,0.07342383,39.0
2019-11-30,00000000449029,601231901,HU,0,52759.810000000005,17632.71,0.02670246,3.0
2019-11-30,00000000451862,601231902,HU,1,257210.68,7253.27,0.07857799,39.0
2019-11-30,00000000451194,601231904,CU,0,238208.22,8313.08,0.08198976999999999,39.0
2019-11-30,00000000452662,601231906,HU,0,313652.72,21222.43,0.0248514,15.0
2019-11-30,00000000029961,601231907,CU,0,17640.649999999998,8840.19,0.03229598,2.0
2019-11-30,00000000454797,601231908,CU,0,105782.65,7790.65,0.05537505,14.0
2019-11-30,00000000452770,601231909,HU,0,189828.77000000002,5477.57,0.07566274,39.0
2019-11-30,00000000454171,601231910,HU,0,269407.33,7624.3,0.06297936,39.0
2019-11-30,00000000453245,601231911,HU,0,201622.0,7927.1,0.05497482,27.0
2019-11-30,00000000454993,601231912,HU,0,127599.45,8832.71,0.05394297,15.0
2019-11-30,00000000454193,601231915,HU,4,361660.82,8113.08,0.08875662000000001,39.0
2019-11-30,00000000454329,601231916,HU,0,249086.62,7427.1,0.07857799,39.0
2019-11-30,00000000454844,601231918,HU,0,238797.51,6758.88,0.06297936,39.0
2019-11-30,00000000454996,601231920,HU,0,156457.62,6361.68,0.05261423,26.0
2019-11-30,00000000451511,601231922,CU,0,277386.18,8211.21,0.07383886,39.0
2019-11-30,00000000452901,601231925,HU,0,226151.30000000002,6509.35,0.07342383,39.0
2019-11-30,00000000447838,601231926,CU,0,355719.70999999996,10157.01,0.06822473999999999,39.0
2019-11-30,00000000453190,601231927,CU,0,273559.59,7780.37,0.06210053,39.0
2019-11-30,00000000453643,601231928,CU,4,496387.32,7934.58,0.08198976999999999,39.0
2019-11-30,00000000454172,601231929,CU,0,282125.47000000003,8218.69,0.08198976999999999,39.0
2019-11-30,00000000454852,601231932,HU,0,282668.1,18844.86,3.5799999999999996e-06,15.0
2019-11-30,00000000454810,601231933,HU,0,292493.1,19723.36,0.019156720000000002,15.0
2019-11-30,00000000454973,601231936,CU,0,241447.7,9905.61,0.058037229999999995,27.0
2019-11-30,00000000454914,601231939,HU,0,194415.43,5634.58,0.07857799,39.0
2019-11-30,00000000455044,601231940,HU,1,314010.64999999997,9000.0,0.09043677,39.0
2019-11-30,00000000453184,601231941,CU,4,479702.36,11372.9,0.07048328,39.0
2019-11-30,00000000447973,601231942,HU,0,51949.87,17361.68,0.02669717,3.0
2019-11-30,00000000451642,601231943,CU,0,338495.41,10367.29,0.08079783000000001,39.0
2019-11-30,00000000453972,601231944,CU,0,271702.04,7895.33,0.08028627999999999,39.0
2019-11-30,00000000446339,601231945,HU,0,412649.1,11741.12,0.06648149,39.0
2019-11-30,00000000454351,601231947,HU,0,283971.77,8357.94,0.08875662000000001,39.0
2019-11-30,00000000441419,601231948,HU,0,255575.85,7310.28,0.06996284,39.0
2019-11-30,00000000393243,601231949,HU,0,257422.43,7055.14,0.07100326,41.0
2019-11-30,00000000454801,601231950,HU,0,184007.09,5278.5,0.07169586,39.0
2019-11-30,00000000454843,601231951,HU,1,449269.26,25900.0,0.05394297,17.0
2019-11-30,00000000448780,601231952,CU,0,283435.1,8257.94,0.08198976999999999,39.0
2019-11-30,00000000259776,601231953,CU,0,258873.51,7561.68,0.0836885,39.0
2019-11-30,00000000454495,601231954,CU,1,501156.9,13620.56,0.08198976999999999,41.0
2019-11-30,00000000454807,601231955,CU,0,319764.16,9609.35,0.0836885,39.0
2019-11-30,00000000451771,601231956,CU,0,351458.44,10219.63,0.08079783000000001,39.0
2019-11-30,00000000451076,601231959,HU,0,109581.36,7305.61,1.16e-05,15.0
2019-11-30,00000000453191,601231962,CU,0,298377.60000000003,8659.81,0.07909098,39.0
2019-11-30,00000000453495,601231963,HU,4,459802.87,7391.59,0.07857799,39.0
2019-11-30,00000000453183,601231965,HU,0,293423.98,8627.1,0.08808328,39.0
2019-11-30,00000000454806,601231966,HU,0,262183.83,7599.07,0.07857799,39.0
2019-11-30,00000000449234,601231967,HU,0,152453.32,10163.55,9e-08,15.0
2019-11-30,00000000448838,601231968,CU,0,291138.61,8503.74,0.0836885,39.0
2019-11-30,00000000454233,601231969,CU,4,335503.08,8396.26,0.08707188,39.0
2019-11-30,00000000453460,601231970,CU,0,307374.53,8908.41,0.07857799,39.0
2019-11-30,00000000450647,601231971,CU,0,308750.15,8664.49,0.08198976999999999,41.0
2019-11-30,00000000455073,601231975,HU,0,165047.66,6485.98,0.01917675,27.0
2019-11-30,00000000450809,601231976,HU,0,228447.99,6972.9,0.07857799,39.0
2019-11-30,00000000448383,601231977,CU,0,343781.93,10245.79,0.09711246,39.0
2019-11-30,00000000454939,601231978,CU,0,273465.48000000004,7908.41,0.09211239,40.0
2019-11-30,00000000454217,601231982,CU,0,262547.66,7677.57,0.0836885,39.0
2019-11-30,00000000605670,601231983,CU,0,221577.13999999998,8688.79,0.052623569999999995,27.0
2019-11-30,00000000454865,601231985,CU,0,339461.75,9888.79,0.08198976999999999,39.0
2019-11-30,00000000455071,601231986,HU,0,145576.5,5708.41,0.052623569999999995,27.0
2019-11-30,00000000453170,601231987,HU,4,545004.85,8487.85,0.09311560999999999,39.0
2019-11-30,00000000451200,601231988,CU,0,432888.48,12361.68,0.0687467,39.0
2019-11-30,00000000455049,601231989,HU,0,252901.74,7409.35,0.08198976999999999,40.0
2019-11-30,00000000450983,601231991,HU,0,314955.8,21334.58,0.02676563,15.0
2019-11-30,00000000455074,601231993,HU,0,135660.64,9171.96,0.022979250000000003,15.0
2019-11-30,00000000454236,601231994,CU,0,269404.02,7836.45,0.08028627999999999,39.0
2019-11-30,00000000450288,601231995,HU,0,278038.67000000004,19860.75,4.0299999999999995e-06,14.0
2019-11-30,00000000455076,601231996,CU,0,218537.47,8750.47,0.07226706,27.0
2019-11-30,00000000517720,601231997,HU,0,231699.18,6907.48,0.07857799,39.0
2019-11-30,00000000455099,601231998,HU,0,349615.36,13441.12,0.03425422,27.0
2019-11-30,00000000454947,601232001,CU,0,337090.89999999997,7444.86,0.07448955,53.0
2019-11-30,00000000454966,601232002,HU,0,269572.76,7739.25,0.07169586,39.0
2019-11-30,00000000448277,601232003,CU,0,111918.56,7741.12,0.062141400000000006,15.0
2019-11-30,00000000455079,601232004,HU,0,313301.88,21132.71,0.01915503,15.0
2019-11-30,00000000455130,601232005,HU,0,251579.8,18429.91,0.04457419,14.0
2019-11-30,00000000454974,601232006,CU,0,168847.94,6659.81,0.058037229999999995,27.0
2019-11-30,00000000453555,601232008,HU,0,263638.23,7561.68,0.07169586,39.0
2019-11-30,00000000454884,601232009,HU,0,226070.38,6552.34,0.07857799,39.0
2019-11-30,00000000455064,601232010,CU,0,192744.66,5489.72,0.06648149,39.0
2019-11-30,00000000454808,601232011,HU,0,255904.43000000002,7308.41,0.0687467,39.0
2019-11-30,00000000455097,601232013,HU,0,98127.77,6542.06,2.867e-05,15.0
2019-11-30,00000000454672,601232014,HU,0,198275.98,6067.29,0.07857799,39.0
2019-11-30,00000000358017,601232015,CU,1,191777.11000000002,12242.99,0.0380585,15.0
2019-11-30,00000000454669,601232017,HU,0,409342.54000000004,11751.4,0.07169586,39.0
2019-11-30,00000000454769,601232018,HU,0,190942.93,5540.19,0.07857799,39.0
2019-11-30,00000000198233,601232019,HU,0,185449.11000000002,5374.77,0.07857799,39.0
2019-11-30,00000000454958,601232020,CU,0,320403.39,9115.89,0.06648149,39.0
2019-11-30,00000000454426,601232021,HU,0,189134.94999999998,5425.23,0.07169586,39.0
2019-11-30,00000000455066,601232022,HU,0,252798.14,7333.64,0.07857799,39.0
2019-11-30,00000000454867,601232023,HU,4,329741.56,5374.77,0.07857799,39.0
2019-11-30,00000000455046,601232026,HU,0,251639.38,7293.46,0.07857799,39.0
2019-11-30,00000000454965,601232027,CU,4,354753.92,8768.22,0.0836885,39.0
2019-11-30,00000000453198,601232028,HU,0,240027.76,6853.27,0.0687467,39.0
2019-11-30,00000000454916,601232029,CU,0,277456.02,8025.23,0.07514681000000001,39.0
2019-11-30,00000000454792,601232033,HU,0,397310.62,15836.45,0.06696528,27.0
2019-11-30,00000000455177,601232034,CU,0,125951.17,9275.7,0.05537505,14.0
2019-11-30,00000000454790,601232035,CU,0,184149.65,7283.18,0.0598322,27.0
2019-11-30,00000000454517,601232036,HU,0,256235.35,7427.1,0.07857799,39.0
2019-11-30,00000000454395,601232038,HU,0,116831.57,8051.4,0.055771829999999994,15.0
2019-11-30,00000000455069,601232040,HU,0,227002.75,6561.68,0.07686485,39.0
2019-11-30,00000000452653,601232042,CU,0,259235.45,7479.44,0.07566274,39.0
2019-11-30,00000000451044,601232043,HU,0,251738.34,7296.26,0.07857799,39.0
2019-11-30,00000000455019,601232045,HU,0,27628.83,9243.93,0.03802293,3.0
2019-11-30,00000000446664,601232046,HU,0,83237.79000000001,5549.53,1.351e-05,15.0
2019-11-30,00000000455027,601232047,CU,0,171105.18,6735.51,0.05623749,27.0
2019-11-30,00000000455117,601232049,HU,0,107310.25,7210.28,1.775e-05,15.0
2019-11-30,00000000451466,601232050,CU,0,325000.27,9556.07,0.08808328,39.0
2019-11-30,00000000454999,601232051,CU,1,319138.41000000003,9119.63,0.08707188,39.0
2019-11-30,00000000446298,601232052,HU,0,144173.02000000002,5653.27,0.052623569999999995,27.0
2019-11-30,00000000454824,601232054,HU,1,363335.52999999997,23062.62,0.02676742,15.0
2019-11-30,00000000455036,601232055,CU,0,265512.07,10449.53,0.052623569999999995,28.0
2019-11-30,00000000454632,601232056,CU,0,450852.48,13066.36,0.07857799,39.0
2019-11-30,00000000454333,601232057,CU,0,307791.63,8618.69,0.0836885,41.0
2019-11-30,00000000454580,601232059,HU,0,237007.13,6905.61,0.08198976999999999,39.0
2019-11-30,00000000454635,601232061,CU,0,283474.06,8257.94,0.08198976999999999,39.0
2019-11-30,00000000454742,601232062,CU,4,404246.94,8190.65,0.08198976999999999,39.0
2019-11-30,00000000453206,601232066,HU,1,248394.19,6966.36,0.07048328,39.0
2019-11-30,00000000455206,601232067,CU,0,326056.76999999996,12870.09,0.058037229999999995,27.0
2019-11-30,00000000454988,601232068,HU,0,247117.47999999998,7200.0,0.08198976999999999,39.0
2019-11-30,00000000455078,601232069,HU,0,154287.31999999998,10749.53,0.07455914,15.0
2019-11-30,00000000453420,601232071,CU,0,201221.6,13902.8,0.06032647,15.0
2019-11-30,00000000455174,601232072,HU,2,256877.19999999998,7235.51,0.09711246,39.0
2019-11-30,00000000453945,601232073,HU,4,236356.3,5574.77,0.07857799,39.0
2019-11-30,00000000452657,601232074,HU,0,213978.63,8399.07,0.05352887,27.0
2019-11-30,00000000449793,601232076,CU,0,31681.120000000003,10625.23,0.062333429999999995,3.0
2019-11-30,00000000453935,601232079,CU,4,391566.95,9969.16,0.09211239,41.0
2019-11-30,00000000455183,601232080,CU,0,91625.71,6310.28,0.054857909999999996,15.0
2019-11-30,00000000455210,601232081,HU,0,109505.58,7301.87,1.7e-07,15.0
2019-11-30,00000000454414,601232082,CU,4,685643.33,11566.36,0.08875662000000001,39.0
2019-11-30,00000000454937,601232083,HU,1,273919.71,7331.78,0.07169586,41.0
2019-11-30,00000000455065,601232085,HU,0,87834.07,6757.01,2.389e-05,15.0
2019-11-30,00000000454183,601232086,CU,0,372891.26,10666.36,0.06996284,39.0
2019-11-30,00000000455037,601232088,HU,4,516826.11,8167.29,0.08875662000000001,39.0
2019-11-30,00000000455039,601232089,CU,0,169440.77,11695.33,0.0585076,15.0
2019-11-30,00000000452361,601232091,HU,0,248875.36000000002,7188.79,0.07566274,39.0
2019-11-30,00000000453961,601232093,CU,0,87618.48000000001,6026.17,0.0511921,15.0
2019-11-30,00000000453973,601232094,CU,1,288329.33,8105.61,0.07686485,39.0
2019-11-30,00000000455091,601232095,HU,0,167485.32,6567.29,0.052623569999999995,27.0
2019-11-30,00000000454291,601232098,CU,4,347128.89,8367.29,0.09711246,41.0
2019-11-30,00000000454881,601232099,HU,0,260164.04,7551.4,0.07857799,39.0
2019-11-30,00000000454944,601232100,HU,0,165138.97,6493.46,0.05443295,27.0
2019-11-30,00000000455325,601232102,HU,0,263222.83999999997,7449.53,0.06297936,39.0
2019-11-30,00000000454953,601232103,CU,1,344238.72,9865.42,0.09043677,39.0
2019-11-30,00000000173219,601232105,HU,0,196054.6,7806.54,0.06696528,27.0
2019-11-30,00000000453986,601232109,CU,0,384109.13,11190.65,0.08198976999999999,39.0
2019-11-30,00000000454570,601232112,CU,0,303208.44,8856.07,0.0836885,39.0
2019-11-30,00000000454591,601232113,CU,0,301131.29000000004,8805.61,0.0836885,39.0
2019-11-30,00000000454954,601232114,CU,0,267101.48000000004,7801.87,0.0836885,39.0
2019-11-30,00000000455324,601232116,HU,4,517406.01,7453.27,0.07857799,39.0
2019-11-30,00000000455028,601232117,HU,0,327345.94,22421.5,0.04455228,15.0
2019-11-30,00000000454693,601232118,HU,0,193491.88,8904.67,0.09711246,39.0
2019-11-30,00000000454883,601232121,HU,0,259935.64,7542.99,0.07857799,39.0
2019-11-30,00000000455211,601232123,HU,4,261318.03,5616.82,0.07169586,39.0
2019-11-30,00000000453116,601232125,HU,0,232995.18,6705.61,0.07394125,39.0
2019-11-30,00000000453093,601232127,HU,4,531935.5,8021.5,0.08470548000000001,39.0
2019-11-30,00000000455010,601232128,HU,0,256231.01,7427.1,0.07857799,39.0
2019-11-30,00000000455327,601232130,HU,0,182851.01,5216.82,0.06822473999999999,39.0
2019-11-30,00000000455337,601232131,CU,2,227421.86,8373.83,0.06518895,27.0
2019-11-30,00000000442476,601232133,HU,0,190401.98,5475.7,0.07342383,39.0
2019-11-30,00000000454907,601232134,CU,1,310682.42,8805.61,0.08198976999999999,39.0
2019-11-30,00000000449933,601232135,HU,1,175077.37000000002,4822.43,0.06297936,39.0
2019-11-30,00000000455286,601232136,HU,0,303424.88,20553.27,0.02676444,15.0
2019-11-30,00000000453892,601232138,HU,1,436948.8,11655.14,0.06996284,41.0
2019-11-30,00000000455264,601232142,HU,0,173982.05,11599.07,1.6440000000000002e-05,15.0
2019-11-30,00000000451388,601232144,HU,0,219800.39,6304.67,0.07169586,39.0
2019-11-30,00000000448546,601232145,CU,0,403332.08999999997,11607.48,0.07394125,39.0
2019-11-30,00000000453117,601232146,CU,0,345200.1,9756.07,0.06210053,39.0
2019-11-30,00000000455228,601232147,HU,0,600974.22,23634.58,0.05443295,27.0
2019-11-30,00000000455379,601232148,HU,0,255417.73,7176.64,0.07169586,40.0
2019-11-30,00000000452613,601232153,CU,0,277246.4,8309.35,0.08198976999999999,39.0
2019-11-30,00000000455387,601232156,HU,0,253929.63999999998,7024.3,0.06297936,40.0
2019-11-30,00000000454068,601232157,HU,0,33014.4,11016.82,0.00949128,3.0
2019-11-30,00000000454773,601232158,HU,1,260214.84,7448.6,0.08875662000000001,39.0
2019-11-30,00000000454827,601232159,CU,0,300985.04,8771.03,0.08198976999999999,39.0
2019-11-30,00000000448268,601232161,CU,0,181638.48,12111.21,9e-08,15.0
2019-11-30,00000000455377,601232162,HU,0,228181.35,6649.53,0.07857799,40.0
2019-11-30,00000000455067,601232165,CU,0,414044.13,11874.77,0.07169586,39.0
2019-11-30,00000000453582,601232166,CU,0,325262.75,9500.0,0.0836885,39.0
